,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,4,5D,3N,4,4,5,5,37
1,BLUE TEES,391,129,345,540,188,345,336,488,495,3257
2,WHITE TEES,328,120,337,510,155,330,320,475,480,3055
3,RED TEES,306,110,287,466,134,295,305,432,450,2785
4,Hdcp,7,17,15,1,9,13,3,11,5,­
