,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Ardfin,Black 2018,M,72,74.4,100.1,139,36.7  /  127,37.7  /  150
,White 2018,M,72,72.8,98.1,136,35.7  /  125,37.1  /  147
,Yellow 2018,M,71,70.3,94.1,128,34.7  /  119,35.6  /  137
,Red 2018,F,72,74.2,106.8,139,35.9  /  131,38.3  /  146
Blairmore & Strone,White 2015,M,62,62.0,80.6,100,31.0  /  100,31.0  /  100
,Yellow 2015,M,58,60.6,78.4,97,30.3  /  97,30.3  /  96
,Red,F,66,61.8,84.8,98,30.9  /  98,30.9  /  98
Bute,Medal 2015,M,68,64.8,82.4,95,32.4  /  95,32.4  /  95
,Yellow 2015,M,68,63.8,81.2,94,31.9  /  94,31.9  /  94
,Red,F,70,66.6,91.1,104,33.3  /  103,33.3  /  104
Cardross,White 2017,M,71,71.4,94.1,123,35.0  /  119,36.4  /  126
,Yellow 2017,M,71,69.9,92.1,120,34.4  /  116,35.5  /  123
,Red 2017,M,71,68.2,89.9,117,33.6  /  114,34.6  /  119
,Red,F,74,74.0,104.4,129,36.9  /  126,37.1  /  131
Carradale,White 2019,M,65,62.9,82.3,104,31.4  /  105,31.5  /  103
,Yellow 2019,M,64,60.8,79.4,100,30.4  /  100,30.4  /  100
,Red 2019,F,66,62.8,87.6,105,31.4  /  105,31.4  /  105
Craignure Golf Club,White,M,66,64.8,83.8,102,32.4  /  102,32.4  /  102
,Red (Provisional),F,66,63.4,87.0,100,31.7  /  100,31.7  /  100
Dalmally,White 2012,M,64,63.1,83.6,111,31.6  /  111,31.5  /  110
,Yellow 2012,M,64,62.3,82.5,109,31.1  /  109,31.2  /  109
,Red 2012,F,64,65.6,92.4,113,32.6  /  113,33.0  /  113
Dunaverty,White 2014,M,66,63.4,81.4,97,31.0  /  96,32.4  /  98
,Yellow 2014,M,66,62.3,79.9,95,30.6  /  93,31.7  /  97
,Winter White,M,65,62.3,79.8,94,31.0  /  97,31.3  /  91
,Winter Yellow,M,65,61.8,78.8,92,30.8  /  90,31.0  /  93
,Red 2014,F,65,64.5,87.9,100,31.6  /  98,32.9  /  101
,Winter Red,F,63,63.0,85.7,96,31.5  /  98,31.5  /  94
