,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Archerfield - Dirleton,Black 2018,M,72,73.6,97.5,129,36.5  /  128,37.1  /  129
,Blue 2018,M,72,71.6,94.7,125,35.6  /  124,36.0  /  125
,White 2018,M,72,69.8,92.2,121,34.6  /  119,35.2  /  122
,Yellow 2018,M,72,66.9,88.2,115,33.3  /  114,33.6  /  115
,White 2018,F,72,75.4,106.9,134,37.2  /  133,38.2  /  134
,Yellow 2018,F,72,72.0,101.6,127,35.7  /  126,36.3  /  127
Archerfield - Fidra,Black 2018,M,72,74.0,98.5,132,36.8  /  129,37.2  /  135
,Blue 2018,M,72,72.3,96.1,128,36.0  /  125,36.3  /  131
,White 2018,M,72,70.6,93.7,125,35.1  /  121,35.5  /  128
,Yellow 2018,M,72,67.3,89.2,118,33.2  /  113,34.1  /  123
,White 2018,F,72,76.4,108.7,137,38.1  /  134,38.3  /  140
,Yellow 2018,F,72,72.2,102.5,129,35.7  /  125,36.5  /  132
Castle Park,White 2019,M,70,70.5,93.5,124,36.1  /  123,34.4  /  125
,Yellow 2019,M,70,68.9,91.3,121,35.5  /  121,33.4  /  121
,Red (Men) 2019,M,69,67.5,89.4,118,34.6  /  117,32.9  /  118
,Red 2019,F,71,72.6,102.2,126,37.5  /  128,35.1  /  123
Craigielaw,White,M,71,72.5,96.4,129,35.4  /  124,37.1  /  133
,Blue,M,71,70.0,93.0,124,34.1  /  121,35.9  /  127
,Green,M,71,66.9,88.7,118,32.6  /  113,34.3  /  122
,Blue,F,71,76.0,108.3,137,36.7  /  134,39.3  /  140
,Green,F,71,72.4,102.7,129,35.0  /  126,37.4  /  131
Dunbar,White,M,71,72.3,96.0,128,36.3  /  130,36.0  /  125
,Yellow,M,71,70.4,93.4,124,35.3  /  125,35.1  /  123
,White 9 Hole Composite,M,70,69.8,92.6,123,34.9  /  123,34.9  /  123
,Red,M,71,68.2,90.4,120,34.4  /  123,33.8  /  116
,Yellow 9 Hole Composite,M,70,67.8,90.0,119,33.9  /  119,33.9  /  119
,Blue,M,69,64.5,85.1,111,32.4  /  114,32.1  /  108
,White,F,72,77.7,109.6,135,39.0  /  137,38.7  /  133
,Yellow,F,72,75.5,106.3,131,37.9  /  132,37.6  /  129
,Red,F,72,72.7,102.3,126,36.7  /  129,36.0  /  122
,Red 9 hole composite,F,70,69.6,98.4,122,34.8  /  122,34.8  /  122
,Blue,F,69,68.1,94.6,113,34.3  /  116,33.8  /  109
,Blue 9 Hole Composite,F,66,65.2,91.2,110,32.6  /  110,32.6  /  110
Gifford,White,M,71,69.2,92.9,128,34.3  /  126,34.9  /  129
,Yellow,M,70,68.2,91.7,127,33.6  /  125,34.6  /  128
,Red,M,69,67.2,90.2,124,33.3  /  123,33.9  /  125
,Yellow,F,75,74.5,104.6,128,36.7  /  124,37.8  /  131
,Red,F,73,73.4,102.3,123,36.3  /  120,37.1  /  125
Glen Golf Club,White 2017,M,70,70.6,93.6,124,35.5  /  128,35.1  /  119
,Yellow 2017,M,69,69.5,92.1,122,34.8  /  127,34.7  /  116
,White 9 Hole composite,M,68,67.6,89.6,118,33.8  /  118,33.8  /  118
,Yellow 9 hole composite,M,66,67.0,88.8,117,33.5  /  117,33.5  /  117
,Blue 2017,M,67,63.9,84.4,110,32.3  /  116,31.6  /  104
,Blue 9 hole composite,M,64,62.4,82.4,108,31.2  /  108,31.2  /  108
,Red 2017,F,70,74.0,103.9,127,37.2  /  124,36.8  /  130
,Red 9 Hole Composite,F,66,70.8,99.4,121,35.4  /  121,35.4  /  121
,Blue 2017,F,69,68.2,94.9,113,34.7  /  112,33.5  /  114
,Blue 9 composite 2017,F,66,66.0,92.6,113,33.0  /  113,33.0  /  113
