,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Orkney,White,M,69,66.8,88.0,114,34.2  /  117,32.6  /  111
,Yellow,M,69,66.6,87.7,113,33.9  /  117,32.7  /  109
,Red,F,72,69.7,97.0,116,36.0  /  122,33.7  /  110
South Ronaldsay,White,M,66,64.7,84.3,106,32.9  /  103,31.8  /  108
,Yellow,M,66,64.0,83.2,104,32.3  /  99,31.7  /  108
,Red,F,71,68.7,95.8,115,35.2  /  118,33.5  /  112
Stromness,Yellow 2012,M,65,63.7,82.5,100,32.0  /  102,31.7  /  98
,Red 2012,F,69,68.5,94.8,112,35.0  /  111,33.5  /  112
Westray Golf Club - Westray,White (Provisional),M,74,69.2,91.2,118,34.6  /  118,34.6  /  118
,Red (Provisional),F,74,72.0,101.2,124,36.0  /  124,36.0  /  124
