,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Askernish Golf Club,Black 2019,M,72,71.6,93.7,119,36.2  /  119,35.4  /  118
,Black Composite 9,M,72,70.8,92.8,118,35.4  /  118,35.4  /  118
,White 2019,M,72,70.7,92.5,117,35.7  /  117,35.0  /  117
,White Composite 9,M,72,70.0,91.6,116,35.0  /  116,35.0  /  116
,Red 2019,M,69,67.2,87.7,111,33.5  /  109,33.7  /  112
,Red 2019,F,72,72.4,102.4,128,36.3  /  124,36.1  /  131
,Red Composite 9,F,72,70.8,100.0,124,35.4  /  124,35.4  /  124
Benbecula,White 2014,M,62,62.1,82.0,106,31.1  /  109,31.0  /  103
,Yellow 2014,M,62,60.0,79.0,101,30.0  /  101,30.0  /  101
,Red,F,62,63.0,88.4,108,31.5  /  108,31.5  /  108
Isle Of Barra Golf Club,White,M,66,65.6,86.6,113,32.8  /  113,32.8  /  113
,Yellow,M,68,64.0,84.4,110,32.0  /  110,32.0  /  110
,Red (Provisional),F,66,63.4,89.0,109,31.7  /  109,31.7  /  109
Isle of Harris,White 2019,M,68,64.5,84.9,111,32.3  /  111,32.2  /  110
,Yellow 2019,M,68,63.8,84.0,109,31.9  /  109,31.9  /  109
,Red 2019,M,68,62.4,81.8,104,31.2  /  104,31.2  /  104
,White 2019,F,70,69.6,99.0,125,34.8  /  125,34.8  /  125
,Yellow 2019,F,70,68.4,97.2,122,34.2  /  122,34.2  /  122
,Red 2019,F,70,65.8,93.4,117,32.9  /  117,32.9  /  117
Stornoway,White 9 Hole Composite,M,68,69.0,91.6,122,34.5  /  122,34.5  /  122
,Yellow 9 Hole Composite,M,68,67.6,89.8,120,33.8  /  120,33.8  /  120
,White 2019,M,68,67.1,89.4,120,34.3  /  128,32.8  /  112
,Yellow 2019,M,68,65.9,87.7,118,33.8  /  125,32.1  /  110
,Red Composite 9 Hole,F,70,68.0,95.2,115,34.0  /  115,34.0  /  115
,Red,F,69,67.3,94.1,114,34.2  /  110,33.1  /  117
