,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Cathcart Castle,Medal 2017,M,70,69.5,93.3,128,33.9  /  126,35.6  /  130
,Gents 2017,M,70,68.3,91.6,126,33.3  /  124,35.0  /  127
,Red,M,66,65.5,87.8,120,31.9  /  118,33.6  /  122
,Red,F,71,69.6,99.3,126,33.7  /  129,35.9  /  123
Cathkin Braes,White,M,71,70.6,94.0,126,35.4  /  131,35.2  /  121
,Yellow,M,71,69.5,92.2,122,34.8  /  127,34.7  /  117
,Red,M,71,67.1,89.1,119,34.0  /  125,33.1  /  112
,White,F,72,76.5,108.2,135,38.5  /  141,38.0  /  128
,Yellow,F,72,75.2,106.1,131,37.9  /  137,37.3  /  125
,Red,F,72,72.3,101.8,125,37.0  /  133,35.3  /  117
Cawder,White 2015,M,70,70.5,94.4,129,35.4  /  129,35.1  /  128
,Yellow 2015,M,70,69.5,93.1,128,34.9  /  126,34.6  /  129
,Red,M,67,67.6,90.2,122,34.2  /  121,33.4  /  123
,White,F,73,76.5,108.6,136,38.2  /  131,38.3  /  141
,Yellow,F,73,75.5,107.0,134,37.7  /  129,37.8  /  138
,Red 2018,F,72,73.1,103.6,129,36.8  /  126,36.3  /  132
Cawder - Keir,White 2015,M,68,68.0,89.6,116,32.9  /  113,35.1  /  119
,Yellow 2015,M,68,66.6,87.5,113,32.2  /  110,34.4  /  115
,Red,M,67,66.3,87.1,112,32.1  /  108,34.2  /  116
,White,F,71,73.4,103.1,126,35.6  /  123,37.8  /  129
,Yellow,F,71,71.4,100.3,123,34.6  /  120,36.8  /  126
,Red 2018,F,71,71.2,99.9,122,34.5  /  119,36.7  /  125
Cowglen,White 2017,M,70,70.3,94.7,132,35.4  /  138,34.9  /  125
,Yellow 2017,M,70,69.3,93.1,128,35.1  /  137,34.2  /  119
,Red (Men) 2017,M,66,66.0,88.6,122,33.3  /  127,32.7  /  116
,White (Women) 2016,F,73,76.1,107.7,135,38.2  /  137,37.9  /  132
,Yellow (Women) 2016,F,72,74.7,105.5,132,37.7  /  136,37.0  /  127
,Red (Women) 2016,F,71,71.0,99.9,124,35.6  /  126,35.4  /  121
Haggs Castle,White 2018,M,71,71.3,96.2,134,35.2  /  135,36.1  /  133
,Yellow 2018,M,69,69.8,94.2,131,34.3  /  131,35.5  /  131
,Red 2018,F,72,72.8,103.6,131,35.7  /  128,37.1  /  133
Knightswood,White 2015,M,68,66.5,87.0,111,33.3  /  110,33.2  /  111
,Yellow 2015,M,66,65.6,86.1,111,32.8  /  111,32.8  /  110
,Red,F,70,68.5,94.8,112,34.3  /  111,34.2  /  112
Lethamhill,White 2016,M,71,67.7,90.1,121,33.6  /  119,34.1  /  122
,Yellow 2016,M,68,65.5,87.2,117,32.5  /  115,33.0  /  118
,Red (Provisional),F,73,70.6,97.8,115,35.2  /  114,35.4  /  116
Linn Park,White 2018,M,68,64.4,83.8,105,30.8  /  95,33.6  /  114
,Yellow 2018,M,66,62.9,81.6,101,30.4  /  91,32.5  /  110
,Red (Provisional),F,69,68.1,94.2,111,32.0  /  100,36.1  /  121
Pollok,Blue 2018,M,71,71.1,95.3,130,35.5  /  132,35.6  /  128
,White 2018,M,71,70.5,94.5,129,35.4  /  132,35.1  /  126
,Yellow 9 Hole Composite,M,72,69.4,93.0,126,34.7  /  126,34.7  /  126
,Yellow 2018,M,71,69.1,92.5,126,34.7  /  128,34.4  /  124
,Silver 9 Hole Composite,M,72,67.2,89.6,121,33.6  /  121,33.6  /  121
,Silver 2018,M,71,67.1,89.5,120,33.6  /  121,33.5  /  119
,Yellow,F,72,74.7,105.4,131,37.7  /  132,37.0  /  129
,Silver 9 Hole Composite,F,74,72.8,102.0,124,36.4  /  124,36.4  /  124
,Silver,F,73,72.7,101.7,123,36.6  /  124,36.1  /  122
Sandyhills,White,M,70,70.6,94.4,128,36.0  /  130,34.6  /  126
,Yellow,M,70,69.6,93.0,126,35.6  /  128,34.0  /  124
,Red,M,70,68.4,91.1,123,35.0  /  124,33.4  /  121
,Red,F,74,72.5,102.4,127,37.4  /  130,35.1  /  124
