,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Biggar,White 2015,M,68,66.9,87.9,113,33.0  /  115,33.9  /  111
,Yellow 2015,M,68,65.4,85.9,110,32.4  /  111,33.0  /  109
,Red,F,68,67.9,95.6,117,32.8  /  116,35.1  /  119
Bothwell Castle,White 2016,M,70,70.1,93.2,125,36.3  /  125,33.8  /  124
,White 9 Hole Composite,M,68,69.2,91.6,121,34.6  /  121,34.6  /  121
,Yellow 2016,M,69,68.9,91.4,122,35.9  /  121,33.0  /  122
,Yellow 9 Hole Composite,M,68,68.0,90.0,118,34.0  /  118,34.0  /  118
,Red (Men) 2016,M,68,66.3,88.0,117,34.3  /  116,32.0  /  117
,Red (Men) 9 Hole Composite,M,68,65.6,86.8,114,32.8  /  114,32.8  /  114
,Red 2019,F,72,71.9,100.8,123,37.1  /  130,34.8  /  115
,Red (Women) Composite 9 Hole,F,72,70.8,98.8,119,35.4  /  119,35.4  /  119
Broadlees,White 2019,M,70,69.8,92.4,122,34.9  /  122,34.9  /  122
,Yellow 2019,M,70,69.0,91.2,119,34.5  /  119,34.5  /  119
,Red (Provisional),F,68,68.6,95.0,112,34.3  /  112,34.3  /  112
Calderbraes,White 2018,M,64,66.6,87.6,113,33.3  /  113,33.3  /  113
,Red,F,64,62.6,86.8,103,31.3  /  103,31.3  /  102
Cambuslang,White 2016,M,70,68.8,92.2,126,34.4  /  126,34.4  /  126
,Yellow 2016,M,70,67.8,90.2,120,33.9  /  120,33.9  /  120
,Red 2014,F,70,71.6,99.6,119,35.8  /  119,35.8  /  119
Carluke,White,M,70,69.3,92.2,123,35.6  /  119,33.7  /  127
,Yellow,M,70,68.2,90.4,120,35.2  /  116,33.0  /  123
,Blue,M,70,65.9,87.3,116,33.9  /  110,32.0  /  121
,Red,F,71,70.9,100.7,127,36.4  /  125,34.5  /  128
,Blue,F,70,70.6,100.3,126,36.1  /  125,34.5  /  126
Carnwath,White 2015,M,70,69.1,92.0,124,34.9  /  125,34.2  /  122
,Blue 2015,M,70,67.7,89.9,120,34.2  /  122,33.5  /  117
,Yellow Winter,M,69,65.8,87.3,116,33.1  /  116,32.7  /  115
,Red,F,72,70.1,98.1,119,34.9  /  114,35.2  /  123
Douglas Water,White 2016,M,72,69.2,91.7,122,34.6  /  121,34.6  /  122
,Red,F,70,68.1,94.1,110,34.2  /  111,33.9  /  109
East Kilbride,White,M,71,71.2,94.7,127,35.3  /  127,35.9  /  126
,Yellow,M,70,70.3,93.6,126,34.9  /  126,35.4  /  125
,Red,M,68,67.6,89.6,119,33.9  /  122,33.7  /  115
,White,F,77,77.0,108.0,132,38.3  /  130,38.7  /  133
,Yellow,F,77,76.0,106.5,130,37.8  /  128,38.2  /  131
,Red,F,73,72.6,101.6,124,36.6  /  125,36.0  /  122
Hamilton,Blue 2019,M,71,71.3,95.1,128,35.7  /  127,35.6  /  129
,White 2019,M,70,69.9,93.1,125,35.1  /  124,34.8  /  126
,Yellow 2019,M,68,68.7,91.6,124,34.6  /  123,34.1  /  124
,Red (Men) 2019,M,68,67.0,89.2,119,33.8  /  119,33.2  /  119
,Red 2019,F,72,71.6,100.7,123,36.3  /  126,35.3  /  120
Hollandbush,White 2016,M,72,70.8,95.1,131,36.6  /  131,34.2  /  130
,Yellow 2016,M,70,67.5,90.8,126,34.9  /  126,32.6  /  125
,Red,F,72,69.7,97.7,119,35.6  /  120,34.0  /  118
Kirkhill,White,M,70,69.8,93.0,125,34.2  /  125,35.6  /  125
,Yellow,M,70,68.7,91.5,123,33.7  /  123,35.0  /  123
,Red,M,68,65.8,87.4,116,32.2  /  115,33.6  /  117
,Red,F,72,70.6,98.4,119,34.3  /  111,36.3  /  126
Lanark,Blue 2014,M,70,71.6,95.3,128,36.8  /  133,34.8  /  122
,White 2014,M,70,71.0,94.5,126,36.5  /  131,34.5  /  121
,Yellow 2014,M,70,70.1,93.2,124,35.9  /  129,34.2  /  119
,Red,M,69,68.4,90.8,121,35.1  /  125,33.3  /  116
,Blue,F,76,77.8,109.8,136,39.9  /  142,37.9  /  130
,White,F,73,77.4,109.2,135,39.8  /  142,37.6  /  128
,Yellow,F,73,76.2,107.5,133,39.0  /  138,37.2  /  127
,Red,F,72,74.2,104.7,130,38.0  /  135,36.2  /  124
Lanark - Lanark 9 Hole Course,White 2018,M,56,56.6,71.6,81,28.3  /  81,28.3  /  81
,Red 2017,F,58,57.5,76.8,82,28.8  /  81,28.7  /  82
Langlands,White 2021,M,70,70.2,92.9,123,35.2  /  121,35.0  /  124
,Yellow 2021,M,70,69.1,91.5,121,34.6  /  119,34.5  /  122
,Red 2021,M,68,67.4,88.6,114,33.7  /  112,33.7  /  116
,White 2021,F,74,76.0,106.1,128,38.0  /  125,38.0  /  131
,Yellow 2021,F,72,74.8,104.4,126,37.4  /  122,37.4  /  129
,Red 2021,F,71,72.7,101.4,123,36.2  /  120,36.5  /  125
Larkhall,White,M,70,69.9,92.0,119,35.0  /  121,34.9  /  117
,Yellow,M,70,67.3,88.3,113,33.8  /  115,33.5  /  111
,Red,F,72,69.4,96.6,115,34.7  /  115,34.7  /  115
Playsport,White 2019,M,64,65.8,88.0,119,32.9  /  119,32.9  /  119
,Yellow 2019,M,64,64.2,85.8,116,32.1  /  116,32.1  /  116
,Red 2019,M,60,62.6,83.2,111,31.3  /  111,31.3  /  111
,White,F,66,70.2,99.4,124,35.1  /  124,35.1  /  124
,Yellow,F,64,67.6,95.6,119,33.8  /  119,33.8  /  119
,Red 2019,F,64,65.2,92.0,114,32.6  /  114,32.6  /  114
Strathaven,White,M,70,69.4,92.9,127,33.7  /  121,35.7  /  132
,Winter Blue,M,70,68.8,92.0,125,33.3  /  118,35.5  /  131
,Yellow,M,70,68.7,91.9,125,33.3  /  119,35.4  /  130
,Red,F,72,71.9,101.0,123,34.6  /  114,37.3  /  132
