,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Auchmill,White,M,71,69.1,91.5,120,33.5  /  118,35.6  /  122
,Yellow,M,71,68.3,90.4,118,33.1  /  116,35.2  /  120
,Red 2013,F,70,70.9,99.7,122,34.0  /  111,36.9  /  133
Craibstone,White 9 Hole Composite,M,70,70.0,92.4,121,35.0  /  121,35.0  /  121
,White 2014,M,69,69.2,91.9,121,34.7  /  125,34.5  /  117
,Yellow 2014,M,69,67.4,89.4,118,34.1  /  122,33.3  /  114
,Red Composite 9 Hole,F,70,71.4,101.0,126,35.7  /  126,35.7  /  126
,Red 2014,F,69,70.7,100.6,127,36.2  /  129,34.5  /  125
Deeside Haughton,Black,M,70,72.0,97.3,137,36.9  /  140,35.1  /  133
,White,M,70,71.0,95.6,133,36.3  /  137,34.7  /  128
,Yellow,M,70,70.0,94.0,130,35.8  /  132,34.2  /  127
,Red,M,70,68.4,92.1,127,35.0  /  130,33.4  /  124
,Blue,M,70,67.0,90.1,124,34.1  /  129,32.9  /  119
,Black,F,75,77.0,109.7,139,39.8  /  142,37.2  /  135
,White,F,74,75.6,107.6,136,38.9  /  139,36.7  /  132
,Yellow,F,72,74.2,105.3,132,38.2  /  136,36.0  /  128
,Red,F,72,72.6,103.0,129,37.3  /  135,35.3  /  123
,Blue,F,72,70.9,100.4,125,36.4  /  127,34.5  /  123
Murcar Links,Black 2018,M,71,73.0,98.4,137,37.0  /  139,36.0  /  135
,White 2018,M,71,71.8,96.7,134,36.7  /  138,35.1  /  130
,Yellow 2018,M,69,70.1,94.0,129,35.9  /  133,34.2  /  124
,Blue (Men) 2018,M,69,68.5,91.8,126,34.4  /  126,34.1  /  125
,Red 2018,F,72,74.1,106.5,137,38.1  /  142,36.0  /  132
,Blue 2018,F,70,73.3,104.6,133,37.1  /  134,36.2  /  131
Nigg Bay Golf Club - Balnagask,White 2013,M,70,68.7,90.1,114,34.9  /  118,33.8  /  110
,Yellow 2013,M,70,67.9,88.9,112,34.4  /  116,33.5  /  108
,Red (Provisional),F,72,72.7,100.1,116,36.8  /  118,35.9  /  114
Peterculter,White,M,71,70.7,94.2,126,35.5  /  125,35.2  /  127
,Yellow,M,71,69.7,92.8,124,34.9  /  123,34.8  /  125
,Red,M,69,66.8,88.9,119,33.6  /  117,33.2  /  121
,White,F,73,76.4,108.0,134,38.5  /  132,37.9  /  136
,Yellow,F,73,75.1,106.1,131,37.7  /  129,37.4  /  132
,Red,F,72,71.6,100.9,125,36.2  /  123,35.4  /  126
Royal Aberdeen - Balgownie,Blue,M,71,74.8,101.7,144,38.0  /  146,36.8  /  142
,White,M,71,73.0,99.4,141,37.2  /  143,35.8  /  139
,Yellow,M,71,71.8,97.5,138,36.4  /  140,35.4  /  136
,Red,M,71,70.7,96.0,136,36.0  /  139,34.7  /  133
,Black,M,70,68.7,91.6,123,35.4  /  128,33.3  /  118
,Green,M,68,66.5,87.8,115,34.1  /  116,32.4  /  113
,Red,F,76,76.7,110.8,145,39.3  /  148,37.4  /  141
,Black,F,74,74.0,106.7,139,38.4  /  144,35.6  /  133
,Green,F,73,72.0,103.2,133,37.0  /  136,35.0  /  129
Royal Aberdeen - Silverburn,Blue (Men) 2017,M,64,60.9,78.9,98,30.9  /  100,30.0  /  95
,Blue (W) 2017,F,64,63.2,88.6,108,32.4  /  112,30.8  /  103
