,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Aberfoyle,White 2016,M,66,65.9,87.3,116,32.6  /  108,33.3  /  123
,Yellow 2016,M,66,64.1,85.1,113,31.5  /  107,32.6  /  119
,Red 2016,F,66,67.1,93.3,111,33.3  /  109,33.8  /  113
Balfron,White 2019,M,72,69.7,93.0,126,34.7  /  127,35.0  /  124
,Yellow 2019,M,72,68.5,91.5,124,34.0  /  124,34.5  /  124
,Red 2015,F,72,71.4,101.4,127,35.2  /  121,36.2  /  133
Bridge of Allan,White,M,66,66.2,87.6,115,33.1  /  115,33.1  /  115
,Yellow,M,66,65.0,86.0,113,32.5  /  113,32.5  /  113
,Red,M,66,63.8,84.2,110,31.9  /  110,31.9  /  110
,White,F,68,70.6,100.0,125,35.3  /  125,35.3  /  125
,Yellow,F,68,69.2,97.8,121,34.6  /  121,34.6  /  121
,Red,F,66,67.0,94.4,116,33.5  /  116,33.5  /  116
Buchanan Castle,White,M,70,69.9,92.8,123,34.7  /  118,35.2  /  128
,Yellow,M,69,68.1,90.2,119,33.7  /  114,34.4  /  124
,Red,M,68,66.6,88.1,116,33.3  /  112,33.3  /  119
,White,F,73,75.3,107.1,135,37.6  /  137,37.7  /  133
,Yellow,F,71,73.1,104.2,132,36.4  /  133,36.7  /  131
,Red,F,69,71.3,101.6,129,35.9  /  131,35.4  /  126
Callander,White,M,66,65.4,86.2,112,32.6  /  110,32.8  /  114
,Red,M,63,62.8,82.5,106,31.8  /  105,31.0  /  107
,Yellow,M,63,62.6,81.9,104,31.5  /  105,31.1  /  102
,White,F,69,71.1,101.5,129,35.5  /  135,35.6  /  123
,Red,F,66,67.8,96.7,123,34.6  /  132,33.2  /  113
,Yellow,F,66,66.9,95.3,121,33.9  /  129,33.0  /  112
Dunblane New,White,M,69,69.2,93.0,129,35.0  /  131,34.2  /  126
,White Composite 9 Hole,M,70,68.8,92.4,127,34.4  /  127,34.4  /  127
,Yellow,M,69,67.7,90.9,126,34.5  /  128,33.2  /  123
,Yellow 9 Hole Composite,M,70,67.6,90.8,125,33.8  /  125,33.8  /  125
,Red,M,69,66.3,88.4,120,33.7  /  123,32.6  /  116
,Blue,M,66,63.1,83.8,112,31.6  /  113,31.5  /  110
,White,F,73,74.9,106.5,135,38.1  /  137,36.8  /  132
,Red Composite 9 Hole,F,74,73.1,104.1,131,36.6  /  131,36.5  /  131
,Yellow,F,72,73.1,103.8,131,37.4  /  135,35.7  /  126
,Red,F,71,71.3,100.2,123,36.4  /  126,34.9  /  119
,Blue,F,66,66.6,93.4,114,33.5  /  115,33.1  /  112
Killin,White 2011,M,66,64.8,85.8,113,32.4  /  113,32.4  /  113
,Yellow 2011,M,66,64.0,84.7,112,32.0  /  113,32.0  /  110
,Red,F,66,67.2,93.5,112,33.8  /  111,33.4  /  112
Stirling,Winter Yellow Composite Front,M,76,71.8,95.6,128,35.9  /  128,35.9  /  128
,White,M,72,71.0,94.5,127,35.5  /  125,35.5  /  128
,Yellow,M,72,69.7,92.5,123,34.9  /  119,34.8  /  126
,Red,M,70,67.4,89.2,117,34.0  /  117,33.4  /  117
,Winter Yellow Composite Back,M,68,67.4,89.0,116,33.7  /  116,33.7  /  116
,Blue,M,69,66.8,88.3,116,33.7  /  115,33.1  /  116
,White,F,75,77.5,109.7,137,38.5  /  137,39.0  /  137
,Winter Red Composite Front 9,F,78,76.4,108.4,136,38.2  /  136,38.2  /  136
,Yellow,F,75,76.2,107.9,135,37.9  /  135,38.3  /  134
,Red,F,74,74.1,104.5,129,37.2  /  131,36.9  /  126
,Blue,F,73,72.8,102.7,127,36.6  /  129,36.2  /  125
,Winter Red Composite Back 9,F,70,70.8,99.0,120,35.4  /  120,35.4  /  120
Strathendrick,White,M,66,64.0,84.2,109,32.0  /  109,32.0  /  109
,Yellow,M,66,63.2,83.0,107,31.6  /  107,31.6  /  107
,Red,F,66,66.8,92.8,110,33.4  /  110,33.4  /  110
