,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Bathgate,White,M,71,70.9,94.0,125,35.9  /  125,35.0  /  124
,Yellow,M,68,68.5,90.9,121,34.9  /  123,33.6  /  118
,Red,F,70,69.7,98.7,123,35.1  /  122,34.6  /  124
Binny,White 2021,M,70,67.8,90.7,124,33.6  /  120,34.2  /  127
,Yellow 2021,M,70,67.0,89.6,122,33.5  /  122,33.5  /  122
,Red 2021,M,67,65.2,87.0,118,32.4  /  113,32.8  /  122
,White 2021,F,73,73.8,105.2,134,36.6  /  131,37.2  /  136
,Yellow 2021,F,74,72.8,104.0,132,36.4  /  132,36.4  /  132
,Red 2021,F,70,70.6,100.6,127,35.0  /  124,35.6  /  130
Bridgend & District Golf Club,White,M,67,65.5,86.8,114,32.9  /  115,32.6  /  113
,Yellow,M,67,64.4,85.3,112,32.4  /  113,32.0  /  111
,Red (Provisional),F,69,68.8,95.4,113,34.4  /  113,34.4  /  113
Deer Park,Black,M,72,73.1,97.1,130,36.3  /  130,36.8  /  129
,White,M,72,71.5,94.7,126,35.4  /  127,36.1  /  124
,Yellow,M,72,71.2,94.3,125,35.2  /  126,36.0  /  123
,Winter,M,72,68.9,90.9,119,34.2  /  120,34.7  /  117
,Red,M,68,68.0,90.2,120,33.6  /  122,34.4  /  117
,White,F,77,76.9,107.9,132,38.2  /  127,38.7  /  136
,Yellow,F,77,76.4,107.2,131,38.0  /  126,38.4  /  135
,Red,F,74,74.0,103.5,126,36.7  /  124,37.3  /  127
,Winter,F,74,73.4,102.5,124,36.5  /  120,36.9  /  127
Greenburn,White 2013,M,71,70.0,94.4,131,34.8  /  129,35.2  /  133
,Yellow 2013,M,71,68.4,92.2,128,33.8  /  126,34.6  /  130
,Red 2013,F,72,70.7,101.2,129,34.9  /  127,35.8  /  131
Harburn,White,M,71,69.6,92.5,123,35.6  /  118,34.0  /  128
,Yellow,M,70,68.5,90.8,121,34.9  /  116,33.6  /  125
,Red,M,69,65.9,87.3,115,33.8  /  112,32.1  /  118
,White,F,73,74.8,105.4,130,37.9  /  132,36.9  /  127
,Yellow,F,73,73.0,102.9,127,36.9  /  129,36.1  /  125
,Red,F,71,70.7,99.1,121,36.0  /  123,34.7  /  118
Kingsfield Golf Club,White/Yellow,M,68,66.7,89.2,122,33.3  /  121,33.4  /  122
,Red,M,68,65.2,87.2,118,32.6  /  118,32.6  /  118
,Red,F,70,70.8,99.0,120,35.4  /  120,35.4  /  120
Linlithgow,Men White 2013,M,70,68.7,90.8,119,33.3  /  116,35.4  /  122
,Men Yellow 2013,M,70,67.0,88.5,116,32.4  /  112,34.6  /  119
,Men Red 2013,M,66,66.0,86.8,112,32.0  /  108,34.0  /  116
,White (Women),F,74,74.2,104.8,130,35.8  /  122,38.4  /  137
,Yellow (Women),F,72,72.0,101.4,125,34.7  /  117,37.3  /  132
,Red (Women),F,72,70.9,99.7,122,34.2  /  114,36.7  /  130
Niddry Castle,White 2021,M,70,69.9,93.6,128,34.4  /  127,35.5  /  128
,White 9 Hole Composite,M,70,69.2,92.6,126,34.6  /  126,34.6  /  126
,Yellow 2021,M,69,68.1,91.1,125,33.2  /  123,34.9  /  126
,Yellow 9 Hole Composite,M,70,67.4,90.4,124,33.7  /  124,33.7  /  124
,Red 2021,M,68,65.4,87.3,118,32.0  /  117,33.4  /  118
,White 2021,F,74,75.5,106.9,134,37.1  /  132,38.4  /  135
,Yellow 2021,F,72,73.4,103.9,130,35.8  /  128,37.6  /  131
,Red 2021,F,71,70.2,99.0,123,34.5  /  120,35.7  /  125
,Red Composite 9,F,70,69.0,97.0,119,34.5  /  119,34.5  /  119
Polkemmet Golf Club - Polkemmet,White,M,74,72.8,98.2,137,36.4  /  137,36.4  /  137
,Yellow,M,74,71.6,96.6,135,35.8  /  135,35.8  /  135
Pumpherston,White,M,70,69.3,92.2,124,34.5  /  125,34.8  /  122
,Yellow,M,70,67.8,90.2,121,33.6  /  122,34.2  /  119
,Red,F,71,71.2,102.0,131,35.4  /  127,35.8  /  134
Uphall,White 2013,M,69,67.5,88.7,115,33.5  /  115,34.0  /  114
,Yellow 2013,M,69,65.9,86.8,113,32.8  /  114,33.1  /  111
,Red 2013,F,71,69.7,98.9,124,34.5  /  124,35.2  /  124
West Lothian,Airngath White,M,71,71.2,94.5,126,36.2  /  124,35.0  /  127
,Airngath Yellow,M,71,69.7,92.4,123,35.5  /  121,34.2  /  124
,Caddell White 9 Hole,M,70,69.2,90.8,116,34.6  /  116,34.6  /  116
,Caddell Yellow 9 Hole,M,68,68.2,89.4,114,34.1  /  114,34.1  /  114
,Airngath Red,M,68,67.2,88.9,117,34.4  /  116,32.8  /  117
,Kinglass (Winter) Yellow,M,64,62.7,82.5,107,32.2  /  105,30.5  /  108
,Airngath White,F,75,76.7,108.8,136,39.2  /  133,37.5  /  139
,Airngath Yellow,F,74,75.0,106.2,133,38.4  /  130,36.6  /  135
,Airngath Red,F,73,71.8,101.2,125,36.9  /  123,34.9  /  126
,Caddell Red 9 Hole,F,72,71.4,100.2,121,35.7  /  121,35.7  /  121
,Kinglass (Winter) Red,F,65,65.1,91.3,111,33.9  /  112,31.2  /  110
