,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Bonnybridge,White 2017,M,72,70.2,94.2,129,35.1  /  129,35.1  /  129
,Red,M,70,68.2,91.2,124,34.1  /  124,34.1  /  124
,White,F,72,76.4,109.0,138,38.2  /  138,38.2  /  138
,Red 2013,F,72,73.4,104.5,132,36.7  /  132,36.7  /  131
Braes Golf Centre,White 2016,M,72,69.6,92.9,126,35.0  /  126,34.6  /  125
,Yellow 2016,M,70,68.8,91.8,124,34.4  /  124,34.4  /  124
,Red 2016,F,70,71.4,100.4,123,35.7  /  123,35.7  /  123
Falkirk,White 2019,M,72,70.4,94.5,130,35.0  /  132,35.4  /  127
,Yellow 2019,M,70,69.0,92.7,128,34.3  /  128,34.7  /  127
,Red (Men) 2019,M,69,67.1,90.0,124,33.8  /  126,33.3  /  121
,Red 2013,F,72,72.8,103.7,131,36.6  /  133,36.2  /  129
Falkirk Tryst,White 2011,M,70,68.5,90.2,118,35.0  /  117,33.5  /  118
,Yellow 2011,M,67,66.5,87.3,113,33.9  /  112,32.6  /  114
,Red 2013,F,71,70.8,99.9,123,36.5  /  126,34.3  /  120
Glenbervie,White 2018,M,71,71.0,95.1,130,35.0  /  128,36.0  /  131
,Yellow 2018,M,71,69.2,92.6,126,34.1  /  125,35.1  /  127
,Red 2018,M,68,67.2,89.9,123,33.1  /  121,34.1  /  124
,Yellow 2014,F,73,75.1,107.2,137,37.0  /  136,38.1  /  137
,Red 2014,F,72,72.8,103.6,131,35.8  /  130,37.0  /  131
Grangemouth,White 2016,M,71,70.7,93.6,123,36.5  /  130,34.2  /  116
,Yellow 2016,M,70,69.0,91.4,121,35.4  /  126,33.6  /  115
,Red 2016,F,73,72.8,102.0,124,37.7  /  129,35.1  /  119
