,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Arbroath,White,M,70,70.0,93.0,124,34.7  /  127,35.3  /  121
,Yellow,M,68,68.2,90.8,121,34.0  /  124,34.2  /  118
,Red,M,68,66.3,88.2,118,32.9  /  121,33.4  /  115
,Red,F,71,72.0,102.5,129,35.7  /  128,36.3  /  130
Brechin,White 2012,M,72,70.9,93.5,122,36.3  /  123,34.6  /  121
,Yellow 2012,M,69,68.7,90.4,117,35.2  /  118,33.5  /  115
,Red (06),F,72,71.6,100.6,123,36.4  /  123,35.2  /  123
Carnoustie - Buddon,White,M,68,69.0,91.3,120,34.4  /  126,34.6  /  114
,Yellow,M,68,67.7,89.4,117,33.8  /  122,33.9  /  112
,Green,M,67,64.9,85.7,112,32.7  /  119,32.2  /  104
,Black,M,66,62.0,81.6,106,30.9  /  111,31.1  /  100
,Green,F,68,69.8,97.7,119,34.9  /  125,34.9  /  112
,Black,F,66,65.1,90.9,110,32.1  /  114,33.0  /  105
Carnoustie - Burnside,White,M,68,69.5,92.7,125,34.2  /  124,35.3  /  126
,Yellow,M,68,68.3,90.9,122,33.6  /  123,34.7  /  121
,Green,M,68,66.5,89.0,122,32.8  /  121,33.7  /  122
,Black,M,67,61.6,81.9,110,30.7  /  109,30.9  /  110
,Green,F,71,71.8,101.0,124,35.4  /  123,36.4  /  125
,Black,F,67,64.2,89.7,109,31.9  /  109,32.3  /  108
Carnoustie - Championship,Blue (Open Championship),M,72,77.4,104.0,143,38.7  /  145,38.7  /  141
,Yellow 9 Hole Composite,M,72,76.6,103.0,142,38.3  /  142,38.3  /  142
,White,M,72,75.2,101.0,139,37.5  /  140,37.7  /  138
,Green 9 Hole Composite,M,72,74.4,100.0,138,37.2  /  138,37.2  /  138
,Yellow,M,70,73.6,98.7,135,36.8  /  138,36.8  /  132
,Black 9 Hole Composite,M,72,72.2,97.0,133,36.1  /  133,36.1  /  133
,Green,M,70,71.5,95.8,130,36.1  /  133,35.4  /  127
,Black,M,70,69.1,92.6,126,34.6  /  128,34.5  /  124
,Green 9 Hole Composite,F,78,81.2,116.0,148,40.6  /  148,40.6  /  148
,Black 9 Hole Composite,F,74,78.6,112.0,142,39.3  /  142,39.3  /  142
,Green,F,74,77.3,110.2,140,39.0  /  146,38.3  /  133
,Black,F,71,74.4,106.1,135,37.3  /  139,37.1  /  130
Edzell,White 2011,M,71,71.5,94.9,126,36.4  /  128,35.1  /  124
,Yellow 2011,M,71,69.7,92.5,123,35.5  /  125,34.2  /  121
,Red,F,74,72.0,101.7,125,36.9  /  129,35.1  /  121
Edzell - Westwater,Medal 2017,M,64,60.8,79.1,99,30.3  /  98,30.5  /  99
,Red 2017,F,64,59.4,82.4,98,29.7  /  98,29.7  /  98
Forfar,Black 2017,M,69,69.8,92.9,125,34.7  /  122,35.1  /  127
,White 2017,M,69,69.5,92.5,124,34.4  /  122,35.1  /  126
,Yellow 2017,M,68,68.1,90.3,120,33.9  /  117,34.2  /  122
,Red,F,72,71.8,101.4,125,35.5  /  122,36.3  /  128
Kingennie Country Resort,White,M,68,68.4,90.0,117,34.2  /  117,34.2  /  117
,Yellow,M,68,67.4,88.8,115,33.7  /  115,33.7  /  115
,Red,F,70,72.2,102.4,128,36.1  /  128,36.1  /  128
Kirriemuir,White 2011,M,68,67.0,88.7,117,33.4  /  115,33.6  /  118
,Yellow 2011,M,68,65.7,86.8,114,32.6  /  111,33.1  /  116
,Red,F,73,72.0,102.2,128,35.6  /  123,36.4  /  133
