,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Buckpool,White 2021,M,70,70.1,91.9,118,35.3  /  121,34.8  /  114
,Yellow 2021,M,70,68.4,89.5,114,34.8  /  117,33.6  /  110
,Winter Tee,M,70,66.5,87.0,111,34.0  /  114,32.5  /  107
,Red 2021,M,68,65.1,84.9,107,33.0  /  109,32.1  /  104
,White 2021,F,74,76.6,106.5,127,38.6  /  128,38.0  /  126
,Yellow 2021,F,72,74.5,103.4,123,38.0  /  126,36.5  /  120
,Red 2021,F,70,70.7,98.1,117,35.8  /  118,34.9  /  115
Cullen,White 2015,M,63,62.3,80.3,97,30.2  /  95,32.1  /  99
,Yellow 2015,M,62,61.3,78.8,93,29.9  /  89,31.4  /  97
,Red 2012,F,64,64.4,87.4,98,30.9  /  89,33.5  /  106
Dufftown,9 Hole White Composite,M,70,69.0,92.8,128,34.5  /  128,34.5  /  128
,White 2018,M,68,67.3,89.7,121,32.7  /  117,34.6  /  124
,9 Hole Yellow Composite,M,66,65.0,87.4,121,32.5  /  121,32.5  /  121
,Yellow 2018,M,65,64.1,85.3,114,31.7  /  112,32.4  /  116
,9 Hole composite,F,70,72.0,100.0,119,36.0  /  119,36.0  /  119
,Red 2012,F,67,69.4,96.4,115,33.9  /  113,35.5  /  116
Elgin,White,M,71,71.4,94.5,124,35.4  /  122,36.0  /  126
,Yellow,M,69,69.8,92.1,121,34.7  /  119,35.1  /  122
,Red,M,68,68.3,90.1,117,33.9  /  115,34.4  /  119
,Red,F,74,74.1,104.9,132,36.7  /  128,37.4  /  135
Forres,White 2015,M,70,70.4,94.5,130,34.8  /  135,35.6  /  125
,Yellow 2015,M,70,68.9,92.4,127,34.1  /  132,34.8  /  121
,Red 2015,F,70,71.7,102.2,130,36.2  /  133,35.5  /  126
Garmouth & Kingston,White 2015,M,67,66.1,87.9,116,34.1  /  117,32.0  /  115
,Yellow 2015,M,67,64.6,85.8,113,33.1  /  113,31.5  /  113
,Red 2015,F,69,68.7,97.3,122,35.4  /  119,33.3  /  124
Hopeman,White,M,68,67.7,89.8,119,34.6  /  124,33.1  /  114
,Yellow,M,68,66.5,88.4,118,33.7  /  123,32.8  /  113
,Red,F,68,71.7,100.2,122,36.8  /  119,34.9  /  124
Kinloss Country,White 2017,M,67,64.9,85.6,112,33.0  /  112,31.9  /  111
,Red,F,68,68.0,94.1,111,33.2  /  102,34.8  /  120
Maverston,White 2019,M,71,70.8,93.8,124,36.2  /  127,34.6  /  121
,Yellow 2019,M,71,69.7,92.2,121,35.7  /  125,34.0  /  117
,Winter Course,M,70,69.4,91.6,120,35.6  /  124,33.8  /  115
,Red 2019,F,72,71.1,99.6,121,36.6  /  125,34.5  /  117
Moray - Moray New,White,M,70,69.4,91.4,118,34.6  /  116,34.8  /  120
,Yellow,M,70,68.4,89.8,115,34.0  /  114,34.4  /  116
,Red,M,66,65.3,85.7,110,33.1  /  112,32.2  /  108
,Red,F,71,70.1,98.2,119,35.7  /  121,34.4  /  117
,Red 9 Hole Composite,F,70,70.0,98.6,121,35.0  /  121,35.0  /  121
Moray - Moray Old,Blue,M,71,73.4,97.5,130,36.1  /  125,37.3  /  135
,White,M,71,72.5,96.3,128,35.7  /  123,36.8  /  133
,Yellow,M,71,71.0,94.4,125,35.1  /  121,35.9  /  129
,Red,M,68,70.2,93.1,123,34.9  /  118,35.3  /  128
,Red,F,75,75.6,108.1,138,37.3  /  132,38.3  /  143
Rothes,Green Puncheon,M,67,66.6,87.9,115,33.0  /  115,33.6  /  115
,Orange Hogshead,M,66,65.9,86.2,110,33.0  /  109,32.9  /  110
,Orange Hogshead,F,68,69.5,97.7,120,34.8  /  120,34.7  /  120
Spey Bay,White 2016,M,70,69.9,92.3,121,35.0  /  124,34.9  /  117
,Yellow 2016,M,68,67.7,89.3,118,34.5  /  122,33.2  /  113
,Red 2012,F,70,70.4,97.3,113,35.8  /  117,34.6  /  109
Strathlene Buckie,White 2015,M,69,69.2,91.2,119,34.6  /  116,34.6  /  121
,Yellow 2015,M,69,68.4,90.1,117,34.2  /  114,34.2  /  119
,Red 2013,F,69,69.4,95.6,111,35.0  /  112,34.4  /  110
,Red 2013 9 Hole Composite,F,72,69.2,96.0,114,34.6  /  114,34.6  /  114
