,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Aberfeldy,White,M,70,68.0,90.3,120,33.9  /  121,34.1  /  119
,Yellow,M,68,65.2,85.6,110,32.6  /  110,32.6  /  110
,Red.,F,73,73.2,104.5,133,36.4  /  133,36.8  /  132
Alyth,White,M,70,71.4,94.8,127,35.0  /  125,36.4  /  128
,Yellow,M,70,70.2,93.1,125,34.3  /  122,35.9  /  127
,Red,M,67,67.0,88.7,117,32.9  /  116,34.1  /  117
,White,F,74,76.2,107.0,131,37.1  /  126,39.1  /  136
,Yellow,F,73,74.7,104.8,128,36.2  /  122,38.5  /  133
,Red,F,71,71.2,99.6,121,34.8  /  117,36.4  /  124
Alyth - Alyth (Glenisla Back 9),(Glenisla) White,M,70,71.4,95.2,128,35.7  /  128,35.7  /  128
,(Glenisla) Yellow,M,70,69.6,92.4,123,34.8  /  123,34.8  /  123
,Glenisla Red,F,70,71.4,101.0,126,35.7  /  126,35.7  /  126
Auchterarder,White 2014,M,69,67.7,89.7,120,34.7  /  123,33.0  /  116
,Yellow 2014,M,69,65.7,86.9,114,33.7  /  117,32.0  /  111
,Yellow,F,70,70.7,100.0,125,36.4  /  131,34.3  /  118
,Red,F,70,68.5,96.7,120,35.0  /  125,33.5  /  114
Bishopshire Golf Club,White 2019,M,66,63.2,83.6,110,31.6  /  110,31.6  /  110
,Yellow (Men) 2019,M,64,61.8,81.8,108,30.9  /  108,30.9  /  108
,Yellow Ladies,F,64,65.0,90.3,108,32.5  /  107,32.5  /  108
Blair Atholl,White 2016,M,70,68.0,89.6,116,33.9  /  117,34.1  /  115
,Yellow 2016,M,70,66.6,87.6,113,33.3  /  114,33.3  /  112
,Red,F,72,70.2,96.4,111,35.1  /  111,35.1  /  111
Blairgowrie - Lansdowne,Blue 2012,M,72,73.9,98.9,136,37.0  /  144,36.9  /  127
,White 2012,M,72,73.5,98.3,135,36.7  /  142,36.8  /  127
,Yellow 2012,M,71,71.2,95.1,130,35.8  /  140,35.4  /  119
,Red (Men) 2012,M,69,69.0,92.2,125,34.8  /  130,34.2  /  119
,Red (Women),F,73,74.7,105.4,130,37.1  /  130,37.5  /  131
Blairgowrie - Rosemount,Blue,M,72,72.4,96.9,132,35.7  /  133,36.7  /  130
,White,M,72,72.2,96.3,131,35.9  /  133,36.3  /  128
,Yellow,M,70,70.3,93.6,127,34.8  /  129,35.5  /  124
,Red,M,68,68.8,91.3,121,34.0  /  125,34.8  /  117
,Red,F,74,74.2,104.3,128,36.4  /  121,37.8  /  134
