,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Brighouse Bay,White 2017,M,73,70.6,92.9,120,34.7  /  122,35.9  /  118
,Yellow 2017,M,70,67.2,88.2,113,32.6  /  111,34.6  /  115
,Red 2017,F,72,70.2,98.3,119,34.1  /  116,36.1  /  122
Castle Douglas,White 2017,M,68,66.0,88.2,119,33.0  /  119,33.0  /  119
,Yellow 2017,M,68,65.0,87.0,118,32.5  /  118,32.5  /  118
,Red 2017,F,72,68.8,97.2,120,34.4  /  120,34.4  /  120
Colvend,White 2015,M,69,66.7,88.6,119,31.8  /  108,34.9  /  129
,Yellow 2015,M,69,65.3,86.8,116,31.4  /  107,33.9  /  125
,White,F,71,71.5,100.4,123,34.0  /  114,37.5  /  131
,Yellow,F,70,69.7,97.7,119,33.4  /  110,36.3  /  127
,Red,F,70,68.1,94.8,113,32.7  /  105,35.4  /  121
,9 Hole Composite,F,66,64.8,90.0,107,32.4  /  107,32.4  /  107
Crichton,White 2018,M,70,68.6,91.4,123,34.3  /  123,34.3  /  123
,Yellow 2018,M,70,66.6,88.6,118,33.3  /  118,33.3  /  118
,Red 2019,F,70,71.8,100.0,120,35.9  /  120,35.9  /  120
Dalbeattie,White 2015,M,68,66.9,88.2,115,33.4  /  115,33.5  /  114
,Yellow 2015,M,68,65.6,86.4,112,32.8  /  112,32.8  /  112
,Red 2015,F,70,68.6,94.5,110,34.3  /  109,34.3  /  110
Dumfries and County,White 2016,M,69,69.0,92.3,126,35.0  /  129,34.0  /  122
,Yellow 2016,M,69,68.3,91.3,124,34.6  /  127,33.7  /  121
,Blue 2016,M,69,66.6,89.1,121,33.7  /  124,32.9  /  118
,Red 2016,F,72,71.6,101.1,125,36.1  /  129,35.5  /  121
Dumfries and Galloway,White Composite 9 hole,M,74,72.6,96.4,128,36.3  /  128,36.3  /  128
,White 2014,M,70,70.7,94.6,129,36.0  /  124,34.7  /  133
,Yellow 2014,M,70,69.7,93.2,127,35.6  /  122,34.1  /  131
,White Par 68 Wee Course,M,68,68.3,91.3,124,34.6  /  116,33.7  /  131
,Yellow Par 68 Wee Course,M,68,67.5,90.0,121,34.3  /  113,33.2  /  129
,Red Composite 9 Hole,F,78,75.6,105.4,126,37.8  /  126,37.8  /  126
,Red 2015 Women,F,72,70.3,98.5,120,35.5  /  124,34.8  /  115
,Red Wee Course,F,71,69.4,97.2,118,35.8  /  123,33.6  /  113
Gatehouse,White 2017,M,66,65.2,87.2,118,32.6  /  118,32.6  /  118
,Yellow 2017,M,66,64.2,85.6,115,32.1  /  115,32.1  /  115
,Red 2017,F,68,68.2,96.2,119,34.1  /  119,34.1  /  119
Kirkcudbright,White 2019,M,69,69.7,91.6,118,35.3  /  119,34.4  /  116
,White 9 Hole Composite,M,68,69.0,91.0,118,34.5  /  118,34.5  /  118
,Yellow 2019,M,69,68.0,89.7,117,34.7  /  118,33.3  /  115
,Yellow 9 Hole Composite,M,68,67.4,89.0,116,33.7  /  116,33.7  /  116
,Red 2019,F,72,72.3,101.8,125,36.6  /  131,35.7  /  119
,Red 9 Hole Composite,F,70,72.0,101.0,123,36.0  /  123,36.0  /  123
Langholm,White,M,70,70.0,94.0,129,35.0  /  129,35.0  /  129
,Yellow,M,70,68.6,92.0,126,34.3  /  126,34.3  /  126
,Red,F,70,71.4,101.2,126,35.7  /  126,35.7  /  126
Lochmaben,White,M,70,69.0,92.9,129,31.9  /  114,37.1  /  143
,Blue,M,70,68.5,92.1,127,31.7  /  113,36.8  /  141
,Yellow,M,70,68.4,91.8,126,31.7  /  114,36.7  /  138
,Red,F,70,70.1,100.1,127,32.1  /  116,38.0  /  138
Lockerbie,White 2017,M,67,66.5,88.2,117,33.9  /  113,32.6  /  121
,Yellow 2017,M,67,65.9,87.3,115,33.5  /  112,32.4  /  118
,White 9 Hole Composite 2017,M,66,65.2,85.8,111,32.6  /  111,32.6  /  111
,Yellow 9 Hole Composite 2017,M,66,64.6,85.0,110,32.3  /  110,32.3  /  110
,Red 2017,F,70,69.6,97.3,118,34.9  /  120,34.7  /  115
,Red 9 Hole Composite 2017,F,66,67.5,94.4,114,33.8  /  114,33.7  /  114
Moffat,White 2015,M,69,65.7,86.8,114,32.6  /  116,33.1  /  111
,Yellow 2015,M,67,63.6,83.9,110,31.6  /  112,32.0  /  107
,Ladies Red 2015,F,68,67.8,94.1,112,33.6  /  108,34.2  /  115
New Galloway,White 2019,M,66,65.8,88.6,123,32.9  /  123,32.9  /  123
,Red 2019,M,66,64.8,87.2,121,32.4  /  121,32.4  /  121
