,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Gourock,White 2017,M,72,72.3,97.7,136,35.8  /  133,36.5  /  139
,Yellow 2017,M,71,71.5,96.2,133,35.4  /  130,36.1  /  136
,Winter Tee/Medium Course,M,71,68.6,92.0,126,33.9  /  123,34.7  /  128
,Red 2017,M,70,68.6,91.9,126,34.0  /  124,34.6  /  127
,Blue,M,58,58.3,75.6,94,29.2  /  93,29.1  /  94
,Red 2017,F,72,74.3,105.0,131,36.7  /  125,37.6  /  136
,Blue,F,59,59.7,82.9,99,29.8  /  95,29.9  /  102
Greenock,White,M,68,69.1,91.9,123,34.7  /  123,34.4  /  123
,Yellow,M,68,68.2,90.7,122,34.2  /  122,34.0  /  121
,Red,M,66,65.9,87.6,117,33.1  /  116,32.8  /  117
,Red,F,70,70.5,100.3,126,35.6  /  123,34.9  /  129
Greenock - Wee Course,White 2013,M,64,62.0,81.2,103,31.0  /  103,31.0  /  103
,Red 2014,F,64,64.2,89.3,107,32.1  /  106,32.1  /  107
Greenock Whinhill,White 2019,M,68,67.2,89.1,118,32.8  /  112,34.4  /  124
,Red 2019,M,67,64.4,85.1,112,31.6  /  107,32.8  /  116
,Red 2019,F,70,69.8,96.6,114,33.8  /  108,36.0  /  120
Kilmacolm,Black (Men) 2018,M,69,68.8,91.3,121,34.1  /  116,34.7  /  126
,Blue (Men) 2018,M,69,67.6,89.6,119,33.6  /  114,34.0  /  123
,Gold (Men) 2018,M,69,66.4,88.0,117,32.9  /  112,33.5  /  121
,Black (Women) 2018,F,72,74.4,105.8,134,36.8  /  131,37.6  /  136
,Blue (Women) 2018,F,72,73.0,103.6,130,36.2  /  128,36.8  /  131
,Gold (Women) 2018,F,72,71.4,101.3,127,35.3  /  125,36.1  /  129
Port Glasgow,White,M,68,68.1,89.9,118,34.8  /  123,33.3  /  112
,Yellow,M,66,66.9,88.3,116,34.6  /  123,32.3  /  108
,Yellow Winter,M,67,63.9,83.9,108,32.1  /  109,31.8  /  107
,Red,F,66,65.4,90.2,105,32.3  /  105,33.1  /  106
