,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Ballumbie Castle,White 2022 Temporary,M,66,66.8,88.5,117,33.5  /  116,33.3  /  117
,Yellow 2022 Temporary,M,66,65.6,86.8,114,32.9  /  113,32.7  /  115
,Red Temporary 2022,M,65,64.1,84.7,111,32.0  /  109,32.1  /  113
,White Temporary 2022,F,69,71.7,99.8,120,35.9  /  119,35.8  /  120
,Yellow Temporary 2022,F,67,70.1,97.4,116,35.2  /  115,34.9  /  116
,Red 2022 Temporary,F,67,68.4,94.8,112,34.2  /  111,34.2  /  113
Caird Park,White 2013,M,72,71.4,94.9,127,34.5  /  125,36.9  /  128
,Yellow 2013,M,69,68.3,90.7,121,33.1  /  119,35.2  /  122
,Red (Provisional),F,75,71.9,101.0,124,34.7  /  120,37.2  /  127
Caird Park - Caird Park 9 Hole,Red Women Provisional,F,58,60.0,81.2,90,30.0  /  90,30.0  /  90
Downfield,White (09),M,73,73.5,98.2,133,37.1  /  129,36.4  /  137
,Blue (09),M,72,72.0,96.5,132,36.4  /  129,35.6  /  135
,Yellow (09),M,70,70.6,94.5,129,35.5  /  125,35.1  /  132
,Red,F,74,75.3,107.2,135,38.5  /  139,36.8  /  133
