,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Balmore,White 2013,M,66,67.3,89.3,118,34.5  /  117,32.8  /  119
,Yellow 2013,M,66,66.0,87.6,116,33.8  /  114,32.2  /  118
,Red 2019,F,70,69.7,97.3,117,35.9  /  123,33.8  /  111
Bearsden,White 2016,M,68,69.2,91.3,119,34.7  /  122,34.5  /  116
,Yellow 2016,M,68,66.5,88.2,117,33.4  /  116,33.1  /  117
,Red,M,68,65.9,87.0,114,33.0  /  114,32.9  /  113
,Red,F,71,70.9,98.8,118,35.6  /  118,35.3  /  118
Bishopbriggs,White,M,71,70.5,93.6,125,35.6  /  124,34.9  /  125
,Yellow,M,71,69.6,92.2,122,35.2  /  122,34.4  /  122
,Red,M,71,67.1,88.7,116,34.1  /  118,33.0  /  114
,Red,F,72,72.2,102.4,128,36.6  /  129,35.6  /  127
Campsie,White 2016,M,70,66.9,88.5,116,34.0  /  127,32.9  /  105
,Yellow 2016,M,70,65.3,86.1,112,33.0  /  122,32.3  /  102
,Red 2016,F,70,69.3,98.1,122,35.5  /  129,33.8  /  115
Clober,White 2018,M,66,64.3,86.7,122,32.4  /  124,31.9  /  119
,Yellow 2018,M,65,63.6,85.8,120,32.0  /  122,31.6  /  117
,Red 2018,F,65,66.0,92.1,111,32.9  /  112,33.1  /  109
Dougalston,White 2021,M,71,70.6,94.3,128,34.6  /  125,36.0  /  130
,Yellow 2021,M,68,68.4,91.3,124,33.6  /  121,34.8  /  126
,Red 2021,M,67,64.6,85.5,113,31.4  /  109,33.2  /  116
,White 2021,F,73,76.7,108.1,134,37.5  /  131,39.2  /  136
,Yellow 2021,F,72,73.8,104.1,129,36.2  /  125,37.6  /  132
,Red 2021,F,72,69.2,97.6,121,33.5  /  114,35.7  /  127
Douglas Park,White composite 1-8 & 11,M,68,69.2,92.0,123,34.6  /  123,34.6  /  123
,White (Men) 2012,M,69,68.9,91.5,122,35.4  /  122,33.5  /  122
,Yellow Composite 1-8 & 11,M,68,68.2,90.8,122,34.1  /  122,34.1  /  122
,Yellow (Men) 2012,M,69,67.9,90.2,120,34.8  /  119,33.1  /  121
,"White Composite 1-2, 12-18",M,68,66.4,88.0,116,33.2  /  116,33.2  /  116
,Red (Men) 2012,M,67,66.1,87.4,115,34.1  /  116,32.0  /  113
,"Yellow Composite 1,2 12-18",M,66,65.4,86.6,114,32.7  /  114,32.7  /  114
,"Red Composite 1-2, 12-18",M,66,63.0,83.0,108,31.5  /  108,31.5  /  108
,Blue,M,56,57.8,74.9,92,29.2  /  90,28.6  /  94
,White (Women) 2018,F,74,74.9,105.4,130,38.4  /  133,36.5  /  126
,Yellow (Women) 2018,F,73,73.7,103.8,128,37.8  /  131,35.9  /  125
,"Red Composite 1-8, 11",F,72,73.0,102.0,123,36.5  /  123,36.5  /  123
,"White Composite 1-2, 12-18",F,70,72.4,101.8,125,36.2  /  125,36.2  /  125
,Red Women 2018,F,72,71.9,101.0,124,37.0  /  127,34.9  /  120
,"Yellow Composite 1,2, 12-18",F,68,71.2,100.2,123,35.6  /  123,35.6  /  123
,"Red Composite 1-2,12-18",F,68,69.2,97.0,118,34.6  /  118,34.6  /  118
,Blue,F,60,59.9,82.7,97,30.2  /  96,29.7  /  98
Glasgow Golf Club - Glasgow Gailes Links,Black 2019,M,72,74.4,98.7,131,37.6  /  136,36.8  /  126
,White 2019,M,71,72.5,96.9,131,36.4  /  131,36.1  /  131
,Yellow 2019,M,71,71.5,95.6,130,36.1  /  130,35.4  /  129
,Blue 2019,M,71,68.0,90.8,123,34.4  /  124,33.6  /  122
,Yellow (Women),F,73,77.3,108.1,131,38.9  /  131,38.4  /  130
,Blue (Women),F,71,73.0,101.9,123,36.8  /  124,36.2  /  121
Glasgow Golf Club - Killermont,White 2019,M,70,69.4,91.6,120,35.1  /  121,34.3  /  118
,Yellow 2019,M,70,68.1,89.9,117,34.5  /  118,33.6  /  116
,Blue 2019,M,69,66.0,87.0,113,33.4  /  114,32.6  /  112
,White 2021,F,74,75.5,106.2,131,37.9  /  131,37.6  /  130
,Yellow 2021,F,72,73.8,103.9,128,37.2  /  129,36.6  /  126
,Blue 2021,F,69,70.3,99.7,125,35.4  /  126,34.9  /  123
Hayston,White 2012,M,70,69.0,90.3,115,35.6  /  119,33.4  /  110
,Yellow 2012,M,70,67.7,88.5,112,34.9  /  117,32.8  /  107
,Red,F,70,71.0,99.3,120,36.4  /  125,34.6  /  115
Hilton Park - Allander,White 2015,M,69,67.1,90.7,127,34.1  /  127,33.0  /  127
,Yellow 2015,M,69,66.6,90.1,126,33.7  /  125,32.9  /  127
,Red,M,67,64.0,86.6,122,32.5  /  122,31.5  /  122
,White,F,69,72.1,101.3,124,36.4  /  130,35.7  /  118
,Yellow,F,69,71.7,100.7,123,36.1  /  128,35.6  /  118
,Red 2010,F,69,68.5,95.8,116,34.7  /  121,33.8  /  110
Hilton Park - Hilton,White 2018,M,70,71.0,95.3,131,35.5  /  128,35.5  /  133
,Yellow 2018,M,70,70.0,93.9,129,35.1  /  127,34.9  /  130
,Red,M,69,67.8,90.9,125,33.7  /  122,34.1  /  127
,White,F,74,77.3,109.4,136,38.6  /  133,38.7  /  139
,Yellow,F,74,76.1,107.7,134,38.2  /  131,37.9  /  137
,Red,F,73,73.3,103.4,128,36.4  /  124,36.9  /  131
Kirkintilloch,White 2016,M,70,68.8,91.9,125,35.0  /  123,33.8  /  126
,Yellow 2016,M,70,67.5,90.0,122,34.3  /  121,33.2  /  122
,White 9 Hole Composite,M,68,64.0,85.8,117,32.0  /  117,32.0  /  117
,Yellow 9 Hole Composite,M,68,63.6,85.2,116,31.8  /  116,31.8  /  116
,Red,F,72,71.1,100.7,126,35.8  /  126,35.3  /  125
,Red 9 Hole Composite,F,68,67.2,95.2,119,33.6  /  119,33.6  /  119
Lenzie,White - Men's,M,69,69.4,92.2,123,33.3  /  121,36.1  /  124
,Yellow - Men's,M,69,68.8,90.9,120,32.9  /  118,35.9  /  122
,Red - Men's,M,68,66.5,86.5,108,32.3  /  107,34.2  /  109
,White - Women's,F,73,74.4,106.7,137,35.7  /  132,38.7  /  142
,Yellow - Women's,F,73,73.5,105.3,135,35.1  /  130,38.4  /  140
,Red - Women's,F,73,72.1,103.4,133,35.0  /  131,37.1  /  135
Milngavie,Black 2011,M,71,69.5,92.5,124,34.7  /  125,34.8  /  123
,White 2011,M,68,68.2,90.6,121,34.0  /  122,34.2  /  119
