,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
,White 2018,M,70,70.8,94.1,126,35.4  /  125,35.4  /  126
,Yellow 2018,M,69,68.8,91.3,121,34.4  /  121,34.4  /  121
,Red 2018,F,70,72.3,101.6,125,36.0  /  125,36.3  /  124
Portlethen,Black 2013,M,72,72.4,96.7,131,36.3  /  130,36.1  /  131
,White 2013,M,72,71.4,95.4,129,35.7  /  129,35.7  /  129
,Yellow 2013,M,70,68.3,91.1,123,34.5  /  125,33.8  /  121
,Red 2014 New,F,73,73.2,103.3,128,36.1  /  128,37.1  /  127
Rosehearty,White 2016,M,62,62.4,81.0,100,31.2  /  100,31.2  /  100
,Yellow 2016,M,62,61.0,79.6,100,30.5  /  100,30.5  /  100
,White 2016,F,64,66.0,91.0,106,33.0  /  106,33.0  /  106
,Yellow 2016,F,62,64.2,88.2,102,32.1  /  102,32.1  /  102
,Red 2016,F,62,63.8,87.6,101,31.9  /  101,31.9  /  101
,Blue 2016,F,60,63.2,86.0,97,31.6  /  97,31.6  /  97
Royal Tarlair,White Composite 9 Hole,M,72,69.4,91.6,119,34.7  /  119,34.7  /  119
,White,M,71,68.6,90.8,119,34.5  /  123,34.1  /  115
,Yellow Composite 9 Hole,M,72,68.6,90.4,117,34.3  /  117,34.3  /  117
,Yellow,M,71,67.9,89.8,118,34.2  /  121,33.7  /  115
,Red Composite 9 Hole,F,72,70.4,97.0,113,35.2  /  113,35.2  /  113
,Red,F,71,70.1,96.6,113,35.3  /  114,34.8  /  111
Stonehaven,White,M,66,64.9,84.6,107,32.4  /  106,32.5  /  107
,Yellow,M,64,63.5,82.7,104,31.9  /  105,31.6  /  102
,Red,M,64,62.9,81.7,101,31.0  /  99,31.9  /  103
,Blue,M,63,62.0,80.4,99,30.8  /  98,31.2  /  100
,White,F,68,70.3,97.6,116,34.9  /  116,35.4  /  115
,Yellow,F,66,68.6,94.9,112,34.4  /  114,34.2  /  109
,Red,F,66,67.3,93.0,109,32.9  /  107,34.4  /  111
,Blue,F,65,65.9,90.9,106,32.4  /  104,33.5  /  108
Tarland,White 2019,M,70,69.2,89.4,109,34.7  /  111,34.5  /  107
,Yellow 2019,M,66,66.6,85.9,104,33.4  /  105,33.2  /  102
,Red 2019,F,70,70.6,98.2,117,35.0  /  116,35.6  /  118
Torphins,White 2021,M,64,64.9,86.1,114,32.3  /  112,32.6  /  116
,Red 2021,M,64,64.0,84.8,112,31.8  /  110,32.2  /  114
,Yellow 2021,M,64,63.7,84.3,111,31.7  /  109,32.0  /  113
,White 2021,F,70,68.9,97.9,123,34.0  /  121,34.9  /  125
,Red 2021,F,69,67.5,95.6,119,33.5  /  117,34.0  /  121
,Yellow 2021,F,68,67.0,94.9,118,33.3  /  116,33.7  /  120
Trump International Scotland,Tournament 2012,M,73,75.5,102.5,145,37.4  /  145,38.1  /  145
,Medal 2012,M,72,73.8,99.8,140,36.6  /  140,37.2  /  140
,Regular 2012,M,70,72.3,96.9,133,35.8  /  125,36.5  /  140
,Forward 2012,M,68,70.0,94.0,130,34.7  /  123,35.3  /  136
,White 2012,F,70,78.8,113.9,149,38.9  /  148,39.9  /  150
,Green 2012,F,67,76.2,109.9,143,37.8  /  142,38.4  /  143
,Red 2012,F,66,72.6,103.4,131,36.2  /  127,36.4  /  134
Turriff,White,M,70,70.1,93.1,124,35.7  /  127,34.4  /  121
,Yellow,M,68,68.3,90.9,122,34.8  /  127,33.5  /  116
,Green,M,65,63.7,84.5,112,32.3  /  116,31.4  /  108
,Red,F,70,71.4,100.8,125,36.1  /  129,35.3  /  120
,Green,F,68,67.9,95.6,118,34.6  /  123,33.3  /  112
Westhill,White,M,70,68.3,91.1,123,33.7  /  117,34.6  /  128
,Yellow,M,69,66.8,88.8,118,33.3  /  113,33.5  /  123
,Red,M,69,65.9,87.8,117,33.0  /  113,32.9  /  121
,White,F,74,74.0,105.4,134,36.3  /  136,37.7  /  131
,Yellow,F,74,72.3,102.6,129,35.7  /  132,36.6  /  125
,Red,F,73,71.5,101.5,127,35.5  /  131,36.0  /  123
