,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Baberton,White (Men) 2014,M,70,69.6,93.0,126,34.5  /  127,35.1  /  125
,Yellow (Men) 2014,M,69,68.3,91.3,124,34.1  /  126,34.2  /  122
,Red (Men) 2014,M,67,67.4,90.0,122,33.5  /  123,33.9  /  121
,Blue 2014,M,66,66.6,88.8,119,33.0  /  119,33.6  /  119
,White (Women) 2014,F,75,75.0,106.5,134,37.1  /  132,37.9  /  135
,Yellow (Women) 2014,F,73,73.4,104.2,131,36.7  /  131,36.7  /  131
,Red (Women) 2014,F,74,72.3,102.5,128,35.9  /  127,36.4  /  129
,Blue 2014,F,73,71.1,100.8,126,35.1  /  125,36.0  /  127
Braid Hills,White 2021,M,71,69.1,91.6,121,34.1  /  119,35.0  /  123
,Yellow 2021,M,70,67.5,89.1,116,33.2  /  113,34.3  /  119
,Red 2021,M,68,65.8,86.6,112,32.2  /  110,33.6  /  114
,White 2021,F,72,75.0,107.1,136,37.0  /  132,38.0  /  140
,Yellow 2021,F,72,73.0,104.1,132,36.0  /  127,37.0  /  137
,Red 2021,F,72,71.5,101.6,128,35.1  /  123,36.4  /  132
Braid Hills - Wee Braids,White,M,62,63.4,83.2,107,31.7  /  107,31.7  /  107
,Yellow,M,62,62.2,81.6,104,31.1  /  104,31.1  /  104
,Red,M,62,62.0,81.0,102,31.0  /  102,31.0  /  102
,White,F,68,68.0,95.4,116,34.0  /  116,34.0  /  116
,Yellow,F,66,66.2,92.6,112,33.1  /  112,33.1  /  112
,Red,F,66,65.2,91.2,110,32.6  /  110,32.6  /  110
Bruntsfield Links,White,M,71,72.0,95.4,126,36.6  /  129,35.4  /  123
,Yellow,M,71,70.5,93.4,124,35.9  /  126,34.6  /  121
,Blue,M,69,67.6,89.4,118,34.7  /  122,32.9  /  113
,White,F,74,77.8,108.8,132,39.7  /  135,38.1  /  128
,Yellow,F,73,75.9,106.0,128,38.8  /  131,37.1  /  125
,Red,F,71,72.4,101.0,121,37.4  /  126,35.0  /  116
Craigmillar Park,White 2013,M,70,67.5,88.5,114,33.8  /  110,33.7  /  118
