,東,1,2,3,4,5,6,7,8,9,計
0,Par,4.0,4.0,3.0,4.0,5D,4.0,3N,4.0,5.0,36
1,Back,392.0,409.0,175.0,269.0,549,430.0,192,395.0,531.0,3342
2,Regular,370.0,378.0,154.0,255.0,526,412.0,186,376.0,510.0,3167
3,Ladies,338.0,340.0,133.0,249.0,453,350.0,151,366.0,426.0,2806
4,Hdcp,,,,,,,,,,­
