,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4,3N,4,3N,4,4D,5,36
1,Back,439,562,382,170,399,148,319,428,459,3306
2,Regular,424,530,372,160,372,132,305,418,440,3153
3,Front,404,514,361,152,361,116,294,399,432,3033
4,Ladies,337,398,350,152,352,116,272,320,409,2706
5,Hdcp,3,9,5,13,7,15,17,1,11,­
