,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5D,5,3N,4,4,3,4,4,36
1,Black,380,458,530,201,447,374,171,415,420,3396
2,Blue,366,458,520,190,437,368,171,405,352,3267
3,White,343,431,508,164,420,354,150,352,332,3054
4,Gold,321,416,444,148,366,310,138,312,317,2772
5,Red,225,327,384,119,274,300,137,284,317,2367
6,Hdcp,10,16,6,12,4,8,18,2,14,­
