,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,5,4,4,3N,4,4,5D,36
1,B.T,411,195,513,371,405,181,432,378,561,3447
2,R.T,394,177,499,349,387,156,417,362,534,3275
3,F.T,373,162,482,325,349,130,386,342,519,3068
4,L.T,371,157,462,308,345,112,333,321,505,2914
5,Hdcp,16,14,4,12,8,18,2,6,10,­
