,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5D,4,3N,5,3,4,4,36
1,BLUE,400,348,494,390,147,525,174,389,383,3250
2,WHITE,376,324,456,372,127,507,154,366,336,3018
3,RED,353,287,401,307,109,401,104,235,303,2500
4,Hdcp,11,7,5,15,17,3,13,1,9,­
