,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3,4,5,4,3N,4,5D,36
1,BLUE,362,317,187,362,573,347,188,393,610,3339
2,WHITE,320,292,122,333,534,331,158,352,556,2998
3,RED,294,237,103,230,491,278,145,337,420,2535
4,Hdcp,12,18,14,8,2,10,16,6,4,­
