,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4,3N,5,3,4,4D,4,36
1,Back,408,558,341,166,527,165,382,452,359,3358
2,REGULAR,379,545,332,155,511,153,367,418,350,3210
3,FRONT,363,415,318,144,490,143,334,284,350,2841
4,LADIES,318,415,290,144,430,133,320,284,260,2594
5,Hdcp,5,3,11,17,7,15,13,1,9,­
