,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3,4,4,3N,4,5D,4,4,36
1,Back,499,205,340,372,197,380,450,359,415,3217
2,Regular,486,179,318,346,178,357,426,344,400,3034
3,Front,455,151,318,315,162,336,426,344,377,2884
4,Ladies,388,128,246,287,125,252,365,264,315,2370
5,ORANGE,359,100,204,237,125,212,304,226,225,1992
6,SENIOR,436,151,297,315,148,305,393,331,353,2729
7,Hdcp,4,10,16,14,2,8,18,12,6,­
