,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,5,4,3N,4,4,4,5D,36
1,B.T,386,180,521,364,197,345,457,389,560,3399
2,R.T,362,167,493,342,171,333,443,368,542,3221
3,F.T,341,152,471,318,166,317,362,355,518,3000
4,L.T,338,141,456,302,139,310,346,335,500,2867
5,Hdcp,5,15,3,11,17,13,1,9,7,­
