,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3,4,4,5,4,3N,4D,36
1,Back,492,395,195,370,360,514,365,162,386,3239
2,Regular,480,377,173,354,353,496,352,142,357,3084
3,Ladies,374,282,153,204,270,463,323,128,329,2526
4,Hdcp,10,6,8,4,18,2,16,14,12,­
