,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Admirals Green - Pippy Park - Admirals Green - Pippy Park -2020,Black - Men 2020,M,71,71.6,95.1,127,36.4  /  132,35.2  /  121
,Gold - Men 2020,M,69,68.3,90.4,119,34.7  /  124,33.6  /  114
,Silver - Men 2020,M,67,66.0,86.0,108,33.7  /  111,32.3  /  104
,Gold - Women 2020,F,70,74.4,103.9,125,37.8  /  126,36.6  /  124
,Silver - Women 2020,F,71,71.2,99.7,121,36.1  /  120,35.1  /  121
Bally Haly Golf Course - Bally Haly 2021,Burgundy (Men),M,70,68.6,90.5,118,34.7  /  119,33.9  /  116
,Gold (Men),M,70,67.4,89.0,116,33.8  /  118,33.6  /  114
,Combo (Men),M,69,65.1,85.2,108,32.7  /  112,32.4  /  104
,Silver (Men),M,69,64.6,84.1,105,32.6  /  103,32.0  /  107
,Gold (Women),F,72,73.3,101.4,120,37.0  /  119,36.3  /  120
,Combo (Women),F,72,70.5,97.5,115,35.6  /  112,34.9  /  117
,Silver (Women),F,71,69.6,96.2,113,35.0  /  111,34.6  /  114
Captains Hill -Pippy Park - Captains Hill -Pippy Park 2020,Black Tees - Men 2020,M,35,34.9,45.9,118,34.9  /  118,/
,Gold Tees - Men 2020,M,35,34.7,45.6,117,34.7  /  117,/
,Silver Tees - Men 2020,M,32,31.6,41.3,104,31.6  /  104,/
,Gold Tees - Ladies 2020,F,38,37.9,52.9,127,37.9  /  127,/
,Silver Tees - Ladies 2020,F,35,33.9,46.5,107,33.9  /  107,/
Grande Meadows - Grand Meadows 2021,White/Blue,M,72,69.6,92.0,121,34.8  /  119,34.8  /  122
,Blue,M,72,69.6,92.2,122,34.8  /  122,34.8  /  122
,White,M,72,69.6,91.7,119,34.8  /  119,34.8  /  118
,Yellow,M,72,67.0,87.6,111,33.5  /  111,33.5  /  111
,Red/Yellow,M,72,66.7,87.3,111,33.2  /  111,33.5  /  111
,Red,M,72,66.4,87.0,111,33.2  /  111,33.2  /  111
,Blue,F,72,75.4,106.2,131,37.7  /  131,37.7  /  131
,White/Blue,F,72,75.3,106.1,131,37.6  /  131,37.7  /  131
,White,F,72,75.2,106.0,131,37.6  /  131,37.6  /  131
,Yellow,F,72,71.6,99.0,116,35.8  /  116,35.8  /  116
,Red/Yellow,F,72,71.2,99.5,120,35.4  /  124,35.8  /  116
,Red,F,72,70.8,100.0,124,35.4  /  124,35.4  /  124
Harmon Seaside Links,Blue,M,72,72.6,95.3,122,36.6  /  126,36.0  /  118
,White,M,71,70.8,92.3,116,35.4  /  114,35.4  /  117
,Green (Combo),M,68,66.5,85.9,105,33.6  /  110,32.9  /  99
,Red,M,68,66.0,85.0,103,33.4  /  107,32.6  /  98
,Blue,F,75,79.1,110.6,134,39.9  /  134,39.2  /  133
,White,F,73,77.0,108.2,133,38.5  /  135,38.5  /  130
,Green (Combo),F,71,71.9,99.8,119,36.6  /  124,35.3  /  113
,Red,F,71,71.2,98.9,118,36.3  /  121,34.9  /  114
Pitchers Pond Golf Course - Pitchers Pond 2020,Gold - Men,M,36,37.2,49.4,131,37.2  /  131,/
,Blue - Men,M,36,35.9,48.0,130,35.9  /  130,/
,White - Men,M,36,35.1,46.8,126,35.1  /  126,/
,Red - Men,M,35,33.6,43.7,109,33.6  /  109,/
,White - Ladies,F,37,38.0,53.4,131,38.0  /  131,/
,Red - Ladies,F,36,35.9,49.5,115,35.9  /  115,/
The Wilds Resort - The Wilds 2021,Gold,M,72,73.7,99.3,138,37.3  /  141,36.4  /  135
,Blue,M,72,71.8,95.9,130,36.2  /  131,35.6  /  128
,White,M,72,70.6,94.2,127,35.4  /  133,35.2  /  121
,Red,M,69,66.5,86.8,109,33.8  /  113,32.7  /  105
,White,F,72,76.5,110.4,144,38.6  /  144,37.9  /  143
,Red,F,71,71.7,101.4,126,36.2  /  128,35.5  /  124
THE WILLOWS AT HOLYROOD,White Tees,M,34,33.4,44.6,121,33.4  /  121,/
,Red Tees,M,33,32.0,42.2,110,32.0  /  110,/
,White Tees,F,35,36.0,51.6,132,36.0  /  132,/
,Red Tees,F,34,33.3,47.5,120,33.3  /  120,/
THE WILLOWS AT HOLYROOD - THE WILLOWS AT HOLYROOD 2016,white,M,34,33.7,44.9,121,33.7  /  121,/
,red,M,33,32.0,42.4,112,32.0  /  112,/
,white,F,35,35.8,51.6,134,35.8  /  134,/
,red,F,33,33.3,47.8,123,33.3  /  123,/
