,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4,3N,5,4D,3,4,4,36
1,Back,481,502,347,231,542,356,209,430,428,3526
2,Reg.,400,460,325,189,512,330,175,396,377,3164
3,Hdcp,4,10,7,9,1,16,14,3,13,­
