,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3N,5D,4,4,3,5,4,4,36
1,Blue,424,177,510,415,416,220,576,412,361,3511
2,White,405,154,490,395,390,198,550,386,337,3305
3,Gold,358,138,452,372,374,178,487,366,308,3033
4,Red,320,110,415,326,341,156,435,329,276,2708
5,Hdcp,9,15,3,1,13,7,5,17,11,­
