,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5D,4,4,3N,5D,4,4,3N,4,36
1,Back,503,377,481,146,569,394,377,147,393,3387
2,Regular,482,367,458,127,554,383,363,128,373,3235
3,Ladies,460,314,357,87,454,328,297,103,313,2713
4,Hdcp,13,7,3,15,1,11,5,17,9,­
