,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5D,4,5D,3N,4,4,4,4,3N,36
1,Back,482,396,494,168,392,397,375,384,192,3280
2,Regular,482,376,471,144,392,386,360,363,171,3145
3,Gold,396,338,448,122,363,365,329,342,141,2844
4,Ladies,335,282,394,122,325,306,252,237,141,2394
5,Hdcp,9,3,15,13,1,7,11,17,5,­
