,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4D,3,4,5,3N,4D,4,4,5,36
1,Back,449,187,401,563,182,331,408,392,451,3364
2,Regular,439,174,391,528,168,320,389,373,427,3209
3,Ladies,347,128,345,440,72,195,321,221,337,2406
4,Gold,430,163,378,518,168,304,375,352,427,3115
5,Hdcp,9,15,3,1,17,7,5,11,13,­
