,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,4,4,4,3,5,3,4,36
1,ゴールド,521,400,424,396,368,197,547,191,418,3462
2,ブラック,492,354,406,351,325,183,496,179,375,3161
3,ブルー,449,338,394,328,316,164,473,151,353,2966
4,ホワイト,449,338,378,297,316,144,453,132,333,2840
5,Hdcp,10,16,4,2,8,14,6,18,12,­
