,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,4,4,5,4,3N,4,5D,36
1,Champion,329,197,361,370,511,438,152,438,529,3325
2,Back,307,177,343,340,488,404,130,408,504,3101
3,Reg.,281,121,324,307,464,377,108,383,478,2843
4,Ladies,251,102,280,267,436,322,87,349,450,2544
5,Hdcp,16,4,10,14,2,8,18,6,12,­
