,西　IN,10,11,12,13,14,15,16,17,18,計
0,Par,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,36
1,Back T.,337.0,347.0,404.0,164.0,497.0,437.0,182.0,392.0,636.0,3396
2,Reg.,315.0,339.0,389.0,155.0,469.0,406.0,175.0,373.0,621.0,3242
3,Front,296.0,305.0,347.0,124.0,427.0,293.0,137.0,344.0,449.0,2722
4,Hdcp,,,,,,,,,,­
