,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3N,4,4,4,4,3,5D,4,36
1,Black,590,201,417,410,400,379,210,547,419,3573
2,Blue,574,177,369,396,381,357,184,527,397,3362
3,White,536,152,343,377,364,345,170,500,371,3158
4,Gold,517,132,308,335,364,345,153,455,340,2949
5,Red,461,115,308,274,330,316,135,426,261,2626
6,Hdcp,9,11,16,1,3,13,18,5,7,­
