,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,4,5D,3N,4,4,3,5,36
1,Black,388,421,427,516,150,335,405,223,533,3398
2,Blue,359,392,411,458,132,316,383,195,508,3154
3,White,324,363,382,426,120,293,351,171,484,2914
4,Red,294,337,360,397,102,271,316,136,458,2671
5,Hdcp,11,3,1,15,17,13,9,5,7,­
