,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3,4,4,3,5D,4,4,36
1,Black,504,429,209,420,401,168,533,335,450,3449
2,Blue,489,406,200,400,384,153,525,308,423,3288
3,White,484,396,190,393,379,149,521,303,410,3225
4,Red,409,301,131,268,345,141,385,289,273,2542
5,Hdcp,11,5,15,1,9,13,3,17,7,­
