,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3N,5,4,4,3,5D,4,36
1,Back,427,381,182,504,444,289,167,507,371,3272
2,REG,368,362,164,489,415,266,152,484,355,3055
3,GOLD,338,327,145,464,368,226,135,454,318,2775
4,RED,308,296,124,413,320,183,106,401,213,2364
5,Hdcp,4,18,10,12,2,6,16,14,8,­
