,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,4,3,4,4,4,3N,5D,36
1,Black,460,563,401,199,388,406,439,170,548,3574
2,Blue,430,532,367,173,360,362,412,162,521,3319
3,White,411,508,322,146,336,328,392,144,503,3090
4,Red,384,471,208,121,284,295,365,101,441,2670
5,Hdcp,6,4,12,16,14,8,2,18,10,­
