,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,3N,5,4,4,3,5D,36
1,CHAMPION,382,453,400,188,571,390,392,178,583,3537
2,BLACK,382,405,374,188,559,390,392,178,559,3427
3,BLUE,355,380,346,156,473,351,374,157,544,3136
4,RED,280,302,263,116,393,276,327,115,452,2524
5,WHITE,323,325,321,132,447,327,348,115,544,2882
6,Hdcp,16,4,10,14,2,8,12,18,6,­
