,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3,4,4D,5,3N,4,4,36
1,BLACK,591,403,203,421,402,542,220,399,410,3591
2,BLUE,566,381,186,402,376,510,184,385,377,3367
3,WHITE,539,355,151,381,347,500,179,364,349,3165
4,GOLD,501,337,121,350,336,468,159,306,309,2887
5,RED,429,316,121,316,318,456,124,282,272,2634
6,Hdcp,10,12,14,2,18,16,4,8,6,­
