,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3,4,4,5,4,3,5,36
1,Back.T,402,325,130,350,341,515,336,141,519,3059
2,Regular.T,387,311,124,337,323,500,324,134,501,2941
3,Forward.T,371,279,123,282,293,466,310,132,476,2732
4,Hdcp,4,10,16,8,14,2,12,18,6,­
