,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5D,4,4,3,4,3N,4,5,36
1,Black,394,595,410,416,212,350,191,355,503,3426
2,Blue,391,570,376,407,198,332,185,351,485,3295
3,Red,372,383,345,350,164,310,128,307,417,2776
4,White,378,563,355,393,185,321,163,341,466,3165
5,Hdcp,10,4,16,2,8,14,6,18,12,­
