,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,4,4,5,4,3,4,5,36
1,Back.T,440,119,342,373,509,388,151,414,528,3264
2,Regular.T,423,119,324,351,481,374,138,370,503,3083
3,Forward.T,406,106,309,336,466,336,115,336,466,2876
4,Hdcp,3,15,9,13,1,7,17,11,5,­
