,鶴居西　IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,4,3,4D,5,4,3N,4,36
1,BACK,570,395,385,190,418,552,459,163,398,3530
2,REGULAR,543,372,365,164,402,519,440,151,349,3305
3,Front,486,345,335,146,365,452,391,117,307,2944
4,Hdcp,2,10,12,16,8,6,4,18,14,­
