,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3N,4,4,5D,4,3,4,4,36
1,Champion,553,202,403,450,567,401,196,429,436,3637
2,Back,521,162,373,420,531,364,161,390,397,3319
3,Reguiar,488,162,368,394,489,364,114,390,397,3166
4,Ladies,459,127,302,337,449,319,77,336,359,2765
5,Hdcp,12,18,8,2,16,14,10,6,4,­
