,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,5D,4,4,4,3N,5,4,36
1,Champion,407,234,535,415,360,434,169,579,410,3543
2,Regular,407,188,496,379,323,383,147,529,376,3228
3,Front,398,162,487,356,306,364,135,506,354,3068
4,Hdcp,6,12,2,10,18,8,14,4,16,­
