,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5D,4,3,4,5,4,3N,4,36
1,Champion,434,509,341,167,431,562,422,201,406,3473
2,Back,412,485,329,156,407,547,341,185,391,3253
3,Reg.,354,465,305,126,407,533,336,168,352,3046
4,Ladies,259,337,305,126,361,381,268,168,286,2491
5,Silver,309,408,305,126,361,470,268,168,316,2731
6,Hdcp,1,11,17,15,3,7,5,13,9,­
