,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3N,4,5,4,4,3,5D,36
1,Champion,411,435,160,380,520,440,403,230,541,3520
2,Regular,411,380,131,340,475,422,354,199,507,3219
3,Front,396,360,120,325,451,395,330,170,482,3029
4,Hdcp,11,3,15,9,1,7,17,5,13,­
