,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5,4,3N,4,5D,3,4,36
1,Champion,419,395,533,455,180,324,588,187,398,3479
2,Back,376,353,502,419,155,290,548,161,372,3176
3,Reguiar,376,314,458,383,130,265,505,144,352,2927
4,Ladies,337,281,413,348,104,235,467,106,311,2602
5,Hdcp,7,15,3,1,17,9,5,13,11,­
