,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4.0,5.0,3N,4.0,4D,4.0,4.0,3.0,5.0,36
1,Champion,405.0,524.0,178,455.0,416,384.0,383.0,207.0,566.0,3518
2,Back,380.0,500.0,160,433.0,394,363.0,364.0,201.0,538.0,3333
3,Regular,361.0,471.0,136,397.0,361,336.0,337.0,183.0,502.0,3084
4,Hdcp,,,,,,,,,,­
