,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3N,5,4,4,4,3,5D,36
1,Back,379,391,149,503,358,390,414,165,526,3275
2,Regular,365,376,135,485,343,372,391,150,505,3122
3,Ladies,316,305,103,431,301,305,308,113,440,2622
4,Hdcp,7,3,13,17,9,5,1,15,11,­
