,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,3N,4,4,4D,4,5,3,36
1,Gold,440,500,190,415,450,370,450,505,157,3477
2,Blue,410,471,182,395,425,348,425,490,157,3303
3,White,380,452,159,318,400,328,383,456,140,3016
4,Red,260,362,106,284,342,273,335,395,105,2462
5,Hdcp,6,18,14,5,4,9,3,16,17,­
