,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3N,4,5D,3,4,4,4,5,36
1,BT,375,155,350,555,208,385,415,420,507,3370
2,RT,356,135,335,530,175,360,395,390,495,3171
3,Hdcp,11,17,9,1,13,7,5,3,15,­
