,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4D,3N,4,4,5,3,4,4,36
1,Gold,518,468,210,410,387,580,207,382,350,3512
2,Blue,498,446,192,400,350,545,200,362,330,3323
3,White,459,375,159,360,312,527,176,335,310,3013
4,Red,335,298,118,300,235,471,93,312,275,2437
5,Hdcp,15,1,12,7,2,13,10,8,11,­
