,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5D,3,4,4,3N,4,5,36
1,ゴールド,414,382,552,185,402,437,180,392,607,3551
2,ブルー,389,353,528,164,387,416,157,363,585,3342
3,ホワイト,363,331,504,145,357,396,138,341,555,3130
4,グリーン,338,301,482,128,329,374,125,314,526,2917
5,レッド,301,297,442,113,302,341,121,310,490,2717
6,Hdcp,3,8,5,6,2,1,7,9,4,­
