,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5D,3,4,4,4,3N,5,36
1,Blue,473,332,514,125,416,374,386,173,534,3327
2,White,458,315,493,109,400,356,366,152,476,3125
3,Red,331,281,371,105,300,296,348,145,374,2551
4,Hdcp,3,15,9,17,1,7,13,11,5,­
