,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5D,3N,4,5,4,3,4,36
1,CHA,315,436,503,188,424,491,468,205,412,3442
2,REG,289,415,489,163,397,483,446,180,348,3210
3,LAD,279,355,460,148,348,430,350,140,295,2805
4,Hdcp,13,3,11,17,9,7,1,15,5,­
