,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5D,3N,4,5D,3,4,4,36
1,Back,430,376,578,217,431,552,235,371,419,3609
2,Regular,398,354,545,201,400,523,205,353,400,3379
3,Front,377,333,515,184,360,494,185,333,377,3158
4,Gold,359,280,456,168,287,463,167,308,330,2818
5,Ladies,309,280,390,142,254,417,120,274,300,2486
6,Silver,359,323,492,168,338,463,167,308,355,2973
7,Hdcp,9,13,3,15,1,17,5,11,7,­
